MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.4823,17.0,5.9072,0.5241,1195.5358,0.7,40.0729,-117.5566,2.56274
2.7534,8.0,4.0917,1.6521,1394.1291,7.1627,37.3131,-114.3566,3.64375
2.3795,52.0,8.1716,1.6115,644.5475,0.7,38.1827,-119.7636,1.61655
3.9482,37.0,7.5175,1.6875,1688.3141,9.2085,33.2137,-124.1479,1.07123
1.1322,20.0,5.044,0.8667,650.528,0.7,35.7328,-121.6421,3.85486
2.1637,47.0,3.2371,1.0729,970.7383,9.433,35.9702,-117.0721,4.29801
5.0839,10.0,2.5711,1.33,99.5032,0.7,33.9905,-119.1098,0.80948
0.9971,51.0,3.7589,1.2174,557.3454,0.7,41.7424,-120.5132,1.21297
4.3066,50.0,6.1974,1.3188,194.5526,5.4919,38.0132,-121.6673,4.81941
3.6936,44.0,3.9394,0.9351,905.2771,13.2833,32.8439,-120.4146,2.0257
2.4836,34.0,5.8888,0.6924,91.1791,25.1774,36.0421,-122.6253,4.39666
0.1764,39.0,4.5861,0.9243,627.0257,0.7,39.0773,-122.3229,4.42458
2.8119,11.0,4.8712,1.9138,948.0852,0.7,38.5024,-119.0876,0.26674
3.3964,47.0,6.3072,1.7068,1142.7716,24.7972,34.1683,-114.7929,1.02985
4.3873,12.0,5.006,1.4647,394.366,3.7886,36.4795,-117.0311,0.72696
4.1903,10.0,2.7361,1.6512,69.7933,0.7,36.4496,-120.8982,1.62479
6.1421,13.0,4.2117,0.8164,7.0301,0.7,38.6813,-120.4228,1.93349
4.0662,34.0,7.1139,1.8334,321.4398,16.9925,37.3208,-120.6802,3.46044
6.7239,30.0,6.0929,0.5,948.6418,7.2625,40.9176,-117.7793,0.74808
1.0943,15.0,5.5631,1.1096,633.6681,4.259,39.1603,-115.8697,1.72237
6.0837,8.0,4.9491,1.2207,1408.757,0.7,40.1076,-119.002,3.74705
2.9437,38.0,3.3255,0.5,533.0282,25.7616,38.8661,-122.0803,3.5981
3.8389,36.0,1.9256,0.8789,1147.6706,17.2567,33.9099,-115.4846,1.28073
4.8159,40.0,6.134,1.2378,2822.8733,10.734,34.8937,-123.385,3.81786
1.9355,52.0,4.9251,0.5,1027.4265,0.7,34.5445,-121.9256,0.47779
3.1153,22.0,5.9941,0.5,1155.9975,4.0322,36.1809,-119.3392,3.13738
6.4016,5.0,7.5883,1.0586,1452.1947,0.7,33.4624,-122.7947,2.45379
7.217,32.0,2.8766,0.9644,481.3695,0.7,35.4117,-118.6958,0.92068
2.4732,20.0,1.0,0.5482,1892.6355,0.7,40.8626,-121.0119,4.64075
4.6521,23.0,6.7378,1.5,2077.4142,0.7,38.7953,-120.3857,4.01441
2.7803,40.0,8.6114,1.9366,250.924,0.7,38.3605,-119.8218,4.34149
1.4123,46.0,5.0191,0.9796,1196.9696,12.0356,35.6893,-117.4946,4.00084
6.9723,49.0,5.1802,0.8705,833.7957,0.7,33.1484,-122.7396,2.70506
1.9341,52.0,4.4185,0.5,170.3235,0.7,36.8653,-114.6198,4.41054
10.65,2.0,6.7359,0.6513,3927.9287,0.7,39.9661,-122.5391,4.05225
1.6207,19.0,2.3969,0.5,528.6387,0.7,33.1618,-121.9862,1.73718
6.0017,26.0,8.4574,0.5,890.3404,5.6517,38.7324,-124.2829,2.4281
5.8502,36.0,5.7166,1.2707,648.0304,12.4524,38.6132,-114.6597,1.05642
2.7938,14.0,4.8054,1.27,1903.2639,32.1671,33.314,-119.8697,4.53414
4.1105,7.0,3.9447,1.1191,1406.7799,6.9339,35.674,-118.7472,4.55523
2.8353,16.0,7.6262,1.4551,1477.163,1.0237,33.5154,-114.4526,4.99868
2.1856,10.0,4.8729,1.5737,73.1932,19.0626,33.7983,-115.9169,4.37286
4.4762,43.0,8.9289,0.5484,5315.0378,20.3847,41.5005,-115.0142,2.34108
5.3905,22.0,7.4056,0.7501,471.6743,19.3248,38.7776,-116.2971,4.35677
2.371,26.0,8.568,1.7115,218.6522,0.7,39.8793,-117.8524,2.18555
6.9781,5.0,4.9056,1.3713,365.4173,11.9115,36.0132,-120.8202,3.91938
4.0483,12.0,6.6356,1.5536,1761.0501,1.816,35.3308,-122.136,1.01516
3.5184,24.0,5.8989,1.0688,5016.1286,3.6259,41.4162,-120.0649,3.63611
3.5739,24.0,4.7251,1.1949,474.2199,0.7,39.9326,-115.8277,3.82923
6.8776,15.0,2.9009,0.9889,432.1241,0.9389,35.025,-114.5494,3.7701
2.9975,24.0,10.7299,1.408,4184.4858,0.7,36.7411,-114.9983,0.91943
3.0748,24.0,4.1186,0.9047,1366.9075,0.7,38.8276,-119.9533,4.7446
6.7998,42.0,7.0482,1.5157,1129.9191,4.9361,36.8917,-122.4098,3.20419
7.0681,26.0,8.0553,0.8166,471.3913,16.5035,33.8023,-120.4232,4.95059
5.7908,34.0,3.6999,1.0402,1089.641,0.7,41.6858,-114.6883,1.47317
1.7276,18.0,2.1836,0.5,12.8118,20.0754,34.6605,-115.0894,1.63373
8.9502,43.0,6.4042,0.5,1163.3787,23.8322,33.2826,-119.9301,4.39938
3.8595,37.0,4.3349,1.4689,927.9499,0.7,40.8825,-122.5492,3.66651
3.4648,6.0,3.5394,0.8432,1305.1931,0.7,35.8849,-115.8847,2.609
5.8039,45.0,4.1243,1.381,1935.4263,5.621,41.4752,-117.7835,3.94876
4.3186,25.0,6.2452,0.6349,277.4524,13.2205,34.5338,-121.6484,3.00728
2.8472,17.0,1.8159,1.0094,279.7029,3.6214,33.6004,-116.636,4.18754
7.5707,16.0,4.949,1.2982,839.8033,3.8323,41.4461,-114.7949,0.81596
3.453,29.0,2.5467,1.1352,1894.4037,10.5879,34.0654,-122.4389,2.62518
3.8054,1.0,8.7452,0.9877,256.5499,9.743,33.9792,-122.3165,4.60418
7.5396,45.0,5.0597,1.1679,778.4449,0.7,36.9889,-117.0548,2.88416
5.6158,42.0,8.2388,1.5343,1167.5131,0.7,37.4538,-123.5502,0.96334
4.9148,45.0,7.7734,1.0465,1110.0585,0.7,38.2069,-118.9274,3.57529
2.7791,20.0,5.6228,1.1986,2954.9562,2.1273,33.0824,-120.8369,1.09791
4.4343,26.0,7.0206,1.3403,617.3373,11.4654,34.4967,-122.1645,3.17025
4.5755,21.0,6.8093,1.0076,273.3404,0.7,38.6854,-121.1399,3.67736
4.5198,50.0,7.8419,0.5,352.8794,0.7,33.1408,-117.2872,2.43702
3.5087,50.0,5.1833,0.9434,2570.1153,11.0164,34.031,-120.3489,1.09413
2.3726,27.0,6.0265,0.5,979.9324,8.1668,37.9678,-115.8349,4.02442
6.0269,36.0,2.9139,0.5881,755.4979,6.4256,40.1221,-115.8746,1.58257
2.7166,35.0,3.367,0.8897,1687.1596,6.4864,37.3706,-117.8393,2.09441
3.7041,16.0,6.9227,1.7803,879.4931,0.7,33.7777,-118.1198,1.53367
0.7891,29.0,6.6072,1.1897,9565.8014,10.2747,35.7269,-123.5458,2.48835
5.5369,7.0,3.1928,0.7408,792.7557,25.7496,40.174,-116.3327,1.11277
2.1447,7.0,5.5198,0.9391,663.5073,0.7,36.9142,-115.1458,1.17506
4.5773,34.0,2.3425,1.0941,3167.9656,0.7,38.3864,-115.892,4.01299
1.7805,48.0,1.9233,0.7198,184.3876,38.9216,33.0297,-122.0584,0.80072
3.2815,5.0,5.9453,2.2874,113.3616,0.7,32.9657,-122.6076,4.0569
3.1147,8.0,3.8058,1.1837,905.8594,0.7,34.8663,-120.2278,2.39909
2.1595,8.0,6.0194,1.2184,6510.8758,0.7,40.8121,-115.0905,3.13254
4.094,43.0,4.3444,1.3351,629.6308,20.1638,32.5493,-117.8286,0.36625
1.56,29.0,3.705,0.5,1691.806,8.8871,32.5017,-119.9843,4.95561
5.226,52.0,8.3881,1.3086,952.1856,0.7,41.8848,-122.2673,3.32495
5.3735,10.0,7.1432,1.3521,1788.3665,0.7,32.7999,-116.4827,2.41061
2.2862,1.0,3.9938,1.0546,596.1043,5.6068,35.8842,-116.5929,0.93632
6.8305,38.0,8.6145,1.7558,3298.309,0.7,33.3955,-121.6323,4.43805
3.319,28.0,2.9534,1.0187,142.3678,5.9796,37.5772,-117.6335,0.37169
2.0438,7.0,2.9274,1.0564,2336.3661,0.7,40.1522,-121.7501,3.20218
1.2797,17.0,3.091,1.265,117.623,7.7662,39.1438,-116.4951,4.27019
0.4537,48.0,4.0211,1.0367,6704.8849,0.7,34.9275,-124.0076,3.73604
6.6408,46.0,3.2663,1.2308,305.7779,0.7,37.4577,-115.4786,1.07508
2.4556,24.0,4.8153,1.0294,684.515,0.7,40.8013,-118.8641,4.55849
2.9954,35.0,3.2978,0.8465,720.9933,0.7,34.8039,-122.3317,4.86871
2.8465,9.0,4.0872,0.5,5240.2364,8.0529,33.8851,-118.3818,3.33349
5.8846,42.0,5.2175,1.0156,30.6895,1.991,41.5214,-117.0374,0.54816
4.7186,3.0,7.3765,1.1794,433.3641,0.7,37.235,-116.9096,1.51358
3.8629,44.0,6.2047,0.5,1233.088,10.7943,36.3639,-114.7963,0.73032
0.7879,4.0,8.3348,1.2799,1186.0192,0.7,34.1656,-120.4274,1.12811
1.6469,32.0,5.1624,1.4013,299.7339,7.4184,37.7991,-115.6708,3.97336
7.7145,44.0,4.9297,1.7726,841.7047,0.7,36.0698,-123.8516,1.21624
4.7788,13.0,8.9799,1.4664,31.59,1.7361,37.4315,-121.2331,3.10644
4.8358,24.0,7.42,1.2036,2233.2886,7.0982,39.2461,-119.0957,3.22271
1.7683,7.0,7.866,0.6581,201.6832,0.7,39.0911,-115.6853,1.29466
1.9784,19.0,10.4892,1.316,258.5189,6.2054,40.5804,-119.4333,3.9023
3.7973,27.0,3.1847,0.8259,806.917,0.7,40.7314,-118.3283,1.57994
3.8487,50.0,1.3983,0.7035,2565.6389,0.7,39.9119,-121.964,4.74017
2.1587,27.0,6.2079,1.0454,758.2437,13.0767,34.0362,-121.4462,0.46517
1.7857,18.0,5.6139,0.9129,950.5638,10.2944,36.568,-117.3463,2.94185
2.6758,30.0,3.2239,1.8479,58.0601,0.7,34.0378,-114.3025,3.15924
3.0814,28.0,6.0545,0.6819,822.5045,9.2473,35.5859,-115.3275,3.82002
1.6596,29.0,4.932,1.5356,3600.0708,2.9814,32.8487,-116.5727,3.72022
4.8549,9.0,6.0968,0.8901,82.5773,16.2971,38.3443,-122.7196,1.19824
5.0004,39.0,7.0165,1.602,588.3619,2.3843,32.6925,-116.2393,1.02512
4.6124,39.0,7.2974,1.0677,1192.3616,11.876,38.1494,-116.6717,3.65686
1.7155,21.0,7.0007,2.4494,2220.4255,0.7,38.2401,-123.3803,2.06331
2.6545,45.0,1.0,2.2856,2407.1961,2.1681,40.0871,-121.959,0.65129
5.3179,38.0,7.1923,0.9243,67.6717,0.7,34.1149,-120.8428,2.89817
4.0014,7.0,2.9991,0.5,3370.4666,9.2244,38.5911,-117.8166,3.88692
6.8848,45.0,5.2732,2.2106,949.6449,22.7606,34.1251,-121.2232,2.61608
6.3971,25.0,6.2347,1.238,34.54,24.2438,39.6888,-123.1276,3.15002
3.5849,26.0,7.7757,0.5828,998.0953,0.7,33.071,-123.8542,4.98875
2.6235,52.0,4.5807,0.6484,2942.4676,0.7,39.9611,-117.5822,4.23258
5.1966,6.0,5.5997,1.0912,322.6772,15.3376,38.8057,-122.4064,4.78864
5.4563,49.0,4.6666,1.7197,3009.2209,9.5848,37.669,-115.7312,0.68236
5.7909,20.0,5.4035,1.1991,1175.9066,11.4648,34.5316,-114.4748,4.50805
3.9708,18.0,5.0098,1.3332,281.8815,27.8206,40.899,-120.8775,2.48532
2.4501,20.0,7.1412,0.945,993.49,1.6277,38.9617,-115.1389,2.42862
4.5777,40.0,8.7942,1.298,702.8134,16.9014,34.3125,-118.0229,1.88528
4.6805,18.0,1.8517,1.1653,1781.7079,24.7807,34.5478,-119.9202,1.33867
5.1145,47.0,8.0119,1.2948,1258.1449,0.7,36.8147,-123.8674,2.91213
2.7743,1.0,7.7627,0.79,1299.3374,0.7,39.376,-120.3628,0.55713
1.1003,33.0,6.2907,1.1695,1131.3956,0.7,38.5649,-115.8813,4.31102
4.555,39.0,12.9359,0.5,1900.05,20.9231,38.7454,-116.2586,3.66523
1.5047,48.0,4.7934,1.6438,358.1148,21.4449,35.3435,-114.6066,4.23059
5.3588,23.0,3.9262,0.6245,1361.9641,10.0934,35.5892,-117.0584,4.00743
3.8972,52.0,11.2263,0.8723,405.7929,18.677,38.6682,-117.852,0.26608
2.5756,14.0,1.178,1.3373,99.4562,0.7,36.5108,-118.2828,2.4754
6.748,28.0,1.6182,1.6385,1894.1882,0.7,40.1758,-122.8968,2.50408
2.9795,21.0,7.3114,1.22,406.0459,17.7978,35.1377,-123.7905,3.28454
3.9179,44.0,6.0387,0.6937,105.8693,0.7,40.9493,-119.7636,4.74849
2.7303,37.0,2.311,1.202,312.0419,0.7,40.0701,-115.4282,4.85839
3.7117,7.0,7.3672,1.7593,7049.7955,0.7,39.2019,-114.7621,0.3474
4.722,12.0,4.6156,0.5281,2579.2814,4.9813,41.6078,-115.1056,1.92029
2.8479,51.0,1.0,0.7856,1190.3069,0.7,41.9408,-122.2089,2.48291
3.3032,37.0,6.9742,0.807,592.1395,0.7,35.2713,-117.8668,3.29255
5.31,39.0,7.77,1.8281,595.1534,0.7,38.0817,-115.6291,0.74075
1.1466,28.0,2.2979,1.3524,630.0146,4.7141,41.6787,-124.2221,1.68655
5.4741,7.0,1.8667,1.4172,5878.2143,4.9853,39.5934,-123.2246,3.12815
6.0035,45.0,1.0,1.4831,2007.4608,0.7456,40.7523,-115.1008,1.93766
2.0405,52.0,5.1507,1.429,619.2448,9.1172,41.1345,-114.609,1.28809
1.3183,17.0,4.1981,1.8352,25.2467,1.9248,41.2923,-124.2613,3.09794
1.7488,37.0,3.9185,1.2462,436.683,12.2712,40.3934,-121.0893,2.41805
2.2077,14.0,7.8851,0.9164,331.8704,0.7,34.2418,-116.1681,4.06572
1.8654,43.0,4.1713,1.4493,335.7762,22.5566,39.8494,-123.5232,0.88101
4.9052,52.0,2.1626,0.9642,4257.1954,0.7,36.8594,-119.5081,4.12013
3.4101,51.0,5.0833,0.5,396.2359,0.7,40.2915,-114.8368,1.0201
4.2493,4.0,6.0497,0.874,252.2683,0.7154,38.6267,-117.7948,4.28957
5.7588,22.0,2.6678,1.1253,2538.9645,11.6263,36.6933,-115.1998,0.40983
5.1675,49.0,2.4979,1.8469,2442.9146,18.3866,39.0347,-117.4617,4.38563
7.4915,17.0,7.8375,1.27,804.6793,0.7,37.6559,-114.3498,2.15824
6.3077,35.0,1.4627,1.2129,1412.2383,5.725,33.7025,-122.5025,1.28666
0.5621,46.0,3.0462,1.7307,5658.9882,11.9436,40.0783,-124.1886,1.81275
3.2241,32.0,3.2842,1.1501,4265.9435,0.7,38.5312,-122.8474,4.55305
4.5778,38.0,5.0747,0.8466,450.9051,18.8526,36.9432,-119.0302,1.68898
7.6245,31.0,6.7228,1.6436,728.835,5.2767,34.7368,-121.1552,2.10793
2.9791,25.0,6.1237,0.9432,523.1787,3.8574,37.7726,-123.2779,0.7578
4.7707,10.0,5.3267,1.8934,310.6125,9.4496,38.8158,-123.7031,0.44245
8.7165,49.0,10.2459,0.7602,355.3042,16.6475,40.2882,-124.0608,3.28035
5.0465,2.0,4.5895,1.0685,1375.0255,0.7,38.0521,-123.2942,3.49021
2.0868,27.0,1.5952,1.0514,1118.2141,19.0935,33.8277,-117.1559,3.44114
1.3595,12.0,6.5942,0.8933,2441.5692,0.7,41.9426,-116.3667,3.19899
2.3201,16.0,5.1993,0.8766,681.578,30.194,36.7466,-116.6933,2.99839
3.3406,16.0,5.1453,0.6738,1685.1175,10.1721,36.5562,-118.5175,1.30028
8.3489,3.0,4.5285,2.3677,8256.6274,14.2835,40.4572,-119.1005,4.93992
5.91,25.0,6.1471,1.5638,842.1578,0.7,34.7117,-114.3018,3.20111
2.9516,18.0,8.7914,1.4387,1271.2761,9.2643,37.1356,-115.3024,3.64905
2.1499,39.0,9.0033,2.3709,1632.5449,0.7,33.1512,-121.1646,2.4872
2.1371,42.0,10.4624,1.3283,1400.2014,23.8204,41.5513,-121.9675,2.57905
9.5457,40.0,7.104,1.0102,347.9977,0.7,40.9029,-120.6232,4.12172
1.9914,32.0,8.9136,1.1604,1243.7007,8.2411,38.2299,-119.2495,0.54499
5.4386,50.0,6.809,1.6506,43.9607,4.1555,37.1232,-121.4981,4.58861
5.2887,49.0,4.4904,0.5,2625.3111,8.8401,38.0164,-118.9418,2.06017
3.1871,3.0,9.853,1.5949,833.9017,2.6739,40.1393,-118.9764,0.25728
1.8969,8.0,4.2877,2.24,924.406,8.9979,38.5971,-121.7074,1.06455
4.6191,52.0,4.6878,0.5,126.0128,0.9584,33.4235,-123.5376,0.41052
8.0336,5.0,6.7668,0.6348,240.3658,0.7,36.1721,-119.7064,4.01213
1.7611,20.0,5.6954,0.7378,673.074,0.7,41.4223,-119.6885,0.3016
3.8058,44.0,2.7409,1.0505,2984.037,0.7,41.4938,-124.128,3.00417
5.1518,25.0,8.4142,1.3624,215.1151,0.7,35.5149,-116.9883,0.54735
7.7768,6.0,4.2726,1.0838,620.386,0.7,38.2057,-120.6613,3.83104
1.1684,28.0,8.2627,1.8152,2853.869,12.3912,35.345,-118.6182,4.07654
4.8451,23.0,5.5304,1.5495,2039.1369,16.5522,36.2059,-124.1631,1.56915
7.6959,24.0,5.4085,1.5238,626.9359,0.7,39.4965,-123.3248,0.77467
5.4559,10.0,4.2795,1.0749,145.9651,23.9089,33.3604,-121.0836,1.79286
2.6189,10.0,6.7961,0.6048,1164.4222,0.7,41.2441,-114.6324,1.36758
3.8922,33.0,4.1994,1.0768,406.9323,0.7,32.7266,-115.3711,4.84454
5.8548,9.0,13.0354,2.0887,1282.1683,8.1522,37.3919,-114.5259,4.56178
6.062,18.0,7.8471,0.5,20.0108,0.7,39.859,-119.9141,2.0561
5.4079,3.0,8.0521,1.5097,474.7755,0.7,34.9564,-124.0666,2.97595
4.09,33.0,2.6385,1.0296,312.1708,0.7,39.3251,-119.9968,2.03038
3.5014,10.0,7.4883,2.0686,1839.3987,18.8228,33.5269,-119.9758,2.95877
6.2827,27.0,6.4002,0.9955,1934.1393,2.3542,39.6694,-114.5224,0.60919
4.6505,35.0,4.002,1.9888,2037.2515,4.6007,35.3821,-123.1343,4.96659
3.9628,18.0,10.3997,1.1339,5244.0344,13.3195,40.4338,-123.1783,4.6256
2.4866,7.0,2.5032,0.5,1345.6948,0.7,38.506,-120.1758,1.61131
2.4019,7.0,3.4566,1.5524,2647.5056,6.2681,33.1978,-117.6466,0.40512
3.5592,22.0,5.3718,1.4858,1297.6324,0.7,35.6909,-116.1159,3.47838
5.008,10.0,8.9127,0.6672,728.0482,11.8036,37.5356,-117.8457,4.84331
4.8275,27.0,4.2192,0.9152,2220.1889,0.7,38.2845,-115.2805,3.64428
4.6805,45.0,2.7463,0.5,821.3998,0.7,36.8892,-120.7713,0.35261
3.8467,4.0,3.953,1.6068,4231.0246,4.9544,39.0382,-117.541,3.12603
6.0026,12.0,3.9254,1.2653,28.4491,0.7,35.2642,-119.0792,1.13648
6.5843,3.0,5.9132,1.3492,1426.4841,0.7,39.9566,-121.7675,1.70846
1.9909,48.0,3.9006,1.591,4497.0107,0.7,38.4105,-118.3492,3.69414
2.7206,43.0,4.0509,0.7381,580.1142,11.3502,34.5538,-117.0295,0.47062
9.4317,3.0,5.0057,0.8485,205.1509,21.659,39.6121,-115.4912,0.27025
3.4413,25.0,2.2214,1.6096,479.9808,4.2592,41.1731,-117.4524,1.79944
3.493,26.0,7.7624,1.1607,121.7627,0.7,36.4674,-117.4139,4.39272
2.3758,40.0,4.9583,1.8673,593.2728,0.7,36.5455,-123.5025,4.53011
6.0803,7.0,3.7427,0.8032,1697.3208,0.7,32.8081,-120.7145,1.49027
10.6238,46.0,6.0783,0.838,2311.2427,5.3354,35.1513,-119.0278,1.08047
2.3793,34.0,6.3254,1.4663,1245.553,6.2719,34.4226,-118.1111,3.66799
6.2723,10.0,4.6669,1.9677,1807.0628,12.0913,37.8353,-120.1099,1.02818
2.1962,3.0,4.0072,1.5616,73.7566,0.7,38.987,-115.1982,1.64295
5.8097,28.0,6.0237,2.156,309.58,0.7,40.0188,-122.9395,1.85479
2.2227,11.0,1.2336,1.5605,693.2056,0.7,38.0874,-116.6367,4.69423
1.1183,51.0,5.7253,0.8706,2854.7195,2.2489,39.1877,-119.4027,1.02269
9.3765,32.0,5.0091,0.9137,547.7518,3.6058,40.3371,-123.7115,4.22368
2.9043,8.0,7.3739,1.118,81.8905,15.7204,34.4018,-121.8369,0.20738
1.5938,20.0,6.3959,1.0197,342.8019,0.7,39.2092,-122.6142,1.30884
4.092,5.0,6.756,1.2119,2019.6274,0.7,34.7592,-123.8933,2.89262
5.0443,41.0,2.278,1.3627,2153.2481,12.1075,33.6516,-118.062,3.58358
6.4019,13.0,9.4966,1.3285,1294.0062,11.3428,32.6126,-119.2516,2.73755
3.3454,11.0,6.3121,2.1594,6436.5486,0.7,37.194,-116.9364,4.43542
3.2413,34.0,1.8959,1.8305,1471.1946,4.7609,39.7477,-122.6178,3.58283
2.9254,44.0,2.3274,1.4867,389.1527,0.7,36.6718,-114.7139,3.29237
3.8883,3.0,5.3728,1.3332,1305.114,15.4467,32.5907,-121.8047,1.22006
5.3224,15.0,4.1622,0.7469,67.272,14.1977,40.0365,-116.5274,3.3446
4.4231,33.0,9.0141,0.86,1546.6318,0.7,39.9944,-114.4773,1.00571
2.8656,43.0,6.8479,0.6975,3982.6249,2.0957,36.1082,-122.867,1.01339
3.7888,10.0,5.0095,0.5,1517.4144,13.3408,41.0459,-122.9828,2.77463
1.8487,3.0,3.4619,0.6263,1434.6062,0.7,36.9233,-117.906,2.97874
3.3957,46.0,3.4661,2.4279,1231.027,0.7,38.924,-114.6514,3.0882
3.1551,48.0,3.8004,1.6922,1525.9117,26.5057,35.4998,-122.5863,3.43453
6.4274,41.0,3.6973,1.252,3245.694,10.8716,35.7685,-121.2894,4.66032
4.0951,14.0,2.294,1.7294,63.5243,0.7,32.6438,-122.1089,3.4401
3.4202,33.0,4.3096,1.4412,68.2463,10.5154,36.1911,-118.1033,1.3528
3.6651,33.0,9.3469,0.5,52.9297,8.6466,40.6644,-120.4705,3.38785
3.3947,36.0,4.9593,0.5,5231.8459,28.3189,36.1431,-116.507,1.01277
2.0583,23.0,4.1386,0.5,27.0368,7.0321,36.2134,-119.0937,4.57507
5.2734,1.0,4.9046,0.7347,490.9164,0.7,40.1505,-118.0239,3.04146
0.8762,27.0,4.7289,0.5941,3896.89,8.1761,38.3794,-122.9176,0.20744
2.8907,51.0,6.1077,1.1687,3303.8452,5.2895,38.0984,-122.263,4.65938
2.4566,32.0,7.5528,1.3697,171.2784,3.297,39.2215,-114.4954,3.87304
2.9261,21.0,3.705,0.527,1956.8002,7.9978,35.0142,-118.2704,0.15982
1.0075,44.0,4.1019,2.0138,1869.6548,6.6335,33.235,-115.4545,0.65026
5.2144,20.0,2.7542,0.5538,1663.5764,0.7,38.7387,-121.4288,3.13617
3.4364,27.0,7.8919,1.2854,2434.7945,7.8217,34.2691,-120.9386,0.74539
3.6937,36.0,9.6379,0.8852,2016.5929,0.7,38.7447,-123.7332,0.67855
5.0656,41.0,5.2075,1.4144,4083.6338,0.7,41.2175,-115.2987,3.13476
4.8828,32.0,6.9496,1.2881,4525.9568,0.7,39.2238,-122.8358,3.45917
4.7066,39.0,5.9433,1.4534,639.3401,5.9157,40.9325,-121.0967,0.74253
3.7251,29.0,3.816,1.4317,204.9594,3.5962,39.3467,-120.218,3.54546
6.2331,46.0,4.3063,0.8489,4237.2,0.7,35.4563,-116.1173,3.16445
2.4129,23.0,5.7479,1.2298,481.5909,0.7,39.7985,-118.0381,1.66537
3.4219,35.0,7.2125,0.8554,3.9184,0.7,37.5242,-124.0588,2.51976
2.9662,15.0,4.0901,0.5,174.3668,0.7,38.661,-120.2023,2.71813
3.0484,43.0,10.1664,1.3739,1226.9298,0.7,41.2952,-114.4378,3.61224
2.2469,10.0,3.4374,0.6116,461.8185,0.7,33.9281,-117.0016,3.70214
5.6049,52.0,4.6669,1.0583,1019.7263,0.7,40.9061,-122.1171,2.774
4.9526,15.0,6.4709,1.6135,2018.1734,26.5243,35.6438,-114.5363,3.24876
3.3716,25.0,2.0224,1.4678,269.5892,17.8497,33.2301,-117.7148,1.49387
4.5666,17.0,3.6202,1.8665,3.0,0.7,36.1291,-121.128,1.28657
5.7747,51.0,4.5429,1.3809,2026.6864,0.7,33.9208,-115.5767,1.50919
7.606,31.0,6.0004,1.3509,1517.4194,0.7,40.6736,-123.2273,1.92273
1.7458,11.0,9.8108,1.2126,594.7255,0.7,40.7496,-122.513,4.01147
3.4875,20.0,5.6367,2.4613,267.1414,15.6915,39.384,-122.9693,0.69952
6.5856,31.0,4.7703,0.5,44.5401,0.7,33.6871,-118.1088,1.56252
9.6944,16.0,6.2976,0.5,438.6529,0.7,34.8741,-118.5745,3.15004
4.3642,36.0,6.5769,0.5,6290.2918,0.7,40.6325,-117.8927,0.71557
5.527,39.0,4.8717,0.7331,586.7603,6.6517,34.7518,-118.1124,1.24269
0.6492,11.0,6.7841,0.5,2286.3565,0.7,40.6288,-115.1879,3.70787
4.48,20.0,6.003,1.5739,1991.0204,0.7,41.6734,-123.1899,1.01358
3.3082,26.0,4.24,0.9027,145.7565,29.8285,32.6045,-120.0458,1.37876
5.2607,49.0,4.7006,1.1308,408.8484,0.7,34.9486,-122.6753,0.28653
7.8366,51.0,6.9531,1.582,2789.5667,21.1388,36.0265,-122.3185,0.9355
3.7051,26.0,7.5795,0.5,668.0277,20.6258,33.8819,-114.5177,1.03649
3.6121,42.0,3.0198,0.5,1823.2333,16.8571,39.9135,-121.2716,2.55169
2.73,47.0,7.2552,1.3251,576.5951,0.7,32.8103,-116.4019,4.76501
0.9001,6.0,6.6847,1.3337,655.2591,0.7,33.7551,-122.1012,4.68152
2.8489,45.0,3.9656,1.2535,1315.627,10.1437,36.9494,-123.855,0.27327
1.6728,35.0,8.9421,1.2448,382.4941,2.1368,37.6295,-121.534,2.14586
1.7791,8.0,8.5718,0.5,911.1102,12.8085,41.389,-115.1582,4.36073
4.5185,7.0,4.5984,1.4222,1835.5777,8.9242,37.9663,-122.4771,2.62663
1.9286,37.0,4.1375,1.9415,20.1207,0.7,37.9112,-115.1247,1.57519
3.8694,50.0,4.6486,1.5236,3183.0107,3.4796,33.2606,-122.0034,4.13196
9.1347,16.0,5.4687,0.5,949.4601,1.4093,41.3933,-123.7591,3.18509
3.0405,9.0,1.7693,1.5592,1345.3317,0.7,40.9432,-124.0041,4.93392
1.7847,11.0,3.6345,0.9578,1919.8967,0.7,41.1747,-121.9942,4.15127
8.0447,21.0,5.6898,1.0122,210.0892,3.1153,33.1169,-122.7156,1.63106
2.2029,51.0,7.9396,1.0175,2767.7739,6.9879,34.8237,-124.184,0.21045
2.9103,46.0,3.3968,0.8522,641.0174,10.1455,40.366,-118.9284,3.25679
6.0394,7.0,2.5461,1.0839,74.3833,3.3646,35.5536,-119.2156,4.74594
2.0185,12.0,5.5525,0.5,3414.2967,0.7,40.6499,-118.0604,2.99171
2.7777,51.0,3.5897,0.5,2262.7248,2.5732,36.3609,-114.5759,1.11058
1.9546,40.0,6.572,1.6331,629.9041,0.7,36.5407,-114.9478,3.1533
5.9969,21.0,5.0846,1.7947,2692.9973,9.6163,37.5731,-123.4752,3.41911
1.9082,5.0,3.2542,0.7648,1470.5433,0.7,37.4657,-114.6197,2.29203
4.8186,6.0,5.5121,2.1334,2244.5353,0.7,35.9343,-117.7853,4.14105
